GLOBAL UNIQUE IDENTIFIER,LAST EDITED DATE,TAXONOMIC ORDER,CATEGORY,COMMON NAME,SCIENTIFIC NAME,SUBSPECIES COMMON NAME,SUBSPECIES SCIENTIFIC NAME,OBSERVATION COUNT,BREEDING BIRD ATLAS CODE,BREEDING BIRD ATLAS CATEGORY,AGE/SEX,COUNTRY,COUNTRY CODE,STATE,STATE CODE,COUNTY,COUNTY CODE,IBA CODE,BCR CODE,USFWS CODE,ATLAS BLOCK,LOCALITY,LOCALITY ID, LOCALITY TYPE,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,SAMPLING EVENT IDENTIFIER,PROTOCOL TYPE,PROTOCOL CODE,PROJECT CODE,DURATION MINUTES,EFFORT DISTANCE KM,EFFORT AREA HA,NUMBER OBSERVERS,ALL SPECIES REPORTED,GROUP IDENTIFIER,HAS MEDIA,APPROVED,REVIEWED,REASON,TRIP COMMENTS,SPECIES COMMENTS
URN:CornellLabOfOrnithology:EBIRD:OBS456754576,11/13/2018 14:15,9131,species,Great Hornbill,Buceros bicornis,,,1,,,,India,IN,Tamil Nadu,IN-TN,Coimbatore,IN-TN-CO,,,,,Anamalai Tiger Reserve -- Chinnar,L5243547,P,10.4018524,76.8404254,1/10/2017,15:57:00,obsr545191,S33633824,Stationary,P21,EBIRD,48,,,3,1,G2140095,0,1,0,,"Pooja, Sreedhar, Dayani at Chinnar, ATR. Parambikulam dam catchment area.",
URN:CornellLabOfOrnithology:EBIRD:OBS459726652,11/13/2018 14:15,9131,species,Great Hornbill,Buceros bicornis,,,1,,,,India,IN,Tamil Nadu,IN-TN,Coimbatore,IN-TN-CO,,,,,Anamalai Tiger Reserve -- Chinnar,L5243547,P,10.4018524,76.8404254,1/10/2017,15:57:00,obsr558475,S33880558,Stationary,P21,EBIRD,48,,,3,1,G2140095,0,1,0,,"Pooja, Sreedhar, Dayani at Chinnar, ATR. Parambikulam dam catchment area.",
URN:CornellLabOfOrnithology:EBIRD:OBS455074430,10/19/2017 13:03,30536,species,Yellow-breasted Bunting,Emberiza aureola,,,40,,,,India,IN,Assam,IN-AS,Golaghat,IN-AS-GG,,,,,"Rice field at Chepena-Kubua, Kaziranga",L5230615,P,26.5964325,93.4696198,1/7/2017,15:00:00,obsr493998,S33498840,Traveling,P22,EBIRD,90,1,,3,1,G2131072,0,1,0,,walking through the paddy fields.,
URN:CornellLabOfOrnithology:EBIRD:OBS455439402,10/19/2017 13:03,30536,species,Yellow-breasted Bunting,Emberiza aureola,,,40,,,,India,IN,Assam,IN-AS,Golaghat,IN-AS-GG,,,,,"Rice field at Chepena-Kubua, Kaziranga",L5230615,P,26.5964325,93.4696198,1/7/2017,15:00:00,obsr831772,S33529465,Traveling,P22,EBIRD,90,1,,3,1,G2131072,0,1,0,,walking through the paddy fields.,
URN:CornellLabOfOrnithology:EBIRD:OBS461148238,11/13/2018 14:13,9131,species,Great Hornbill,Buceros bicornis,,,1,,,,India,IN,Goa,IN-GA,North Goa,IN-GA-NG,,,,,Tikhazan,L5378816,P,15.5521388,73.90872,1/28/2017,7:00:00,obsr665084,S33998547,Historical,P62,EBIRD,60,1,,,1,,1,1,1,,,Was in a pair flying all over and feeding each other
URN:CornellLabOfOrnithology:EBIRD:OBS465066777,11/13/2018 14:14,9131,species,Great Hornbill,Buceros bicornis,,,2,,,,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,,,,,IN-Kerala-Kaikatty - Padagiri Road - 10.509x76.672 - 11-Feb-2017 10:37,L5428345,P,10.5092742,76.6722946,2/12/2017,8:00:00,obsr644993,S34313039,Traveling,P22,EBIRD,52,5,,3,1,,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS474624004,11/13/2018 14:14,9131,species,Great Hornbill,Buceros bicornis,,,1,,,,India,IN,Kerala,IN-KL,Idukki,IN-KL-ID,,,,,IN-Kerala-Kumily - 9.601x77.167 - 12 Mar 2017 7:40 a.m.,L5565448,P,9.6010955,77.1672633,3/12/2017,7:41:00,obsr579402,S35123557,Traveling,P22,EBIRD,140,5,,1,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS498402317,11/13/2018 14:31,8367,species,Rock Eagle-Owl,Bubo bengalensis,,,1,,,,India,IN,Tamil Nadu,IN-TN,Tiruvannamalai,IN-TN-TV,,,,,"vazhuthalangunam, mattamalai,jain bed",L5823578,P,12.2948879,79.2119622,9/27/2015,11:00:00,obsr825430,S36784988,Stationary,P21,EBIRD,30,,,2,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS486712878,11/13/2018 14:14,9131,species,Great Hornbill,Buceros bicornis,,,4,,,,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,,,,,Kaila's Forest Resort,L5709932,H,10.533214,76.6886902,4/16/2015,8:00:00,obsr558775,S36034152,Traveling,P22,EBIRD,360,40,,3,1,G2343272,0,1,1,,To take great Indian hornbills pic,LTaken experts advice
URN:CornellLabOfOrnithology:EBIRD:OBS486717621,11/13/2018 14:14,9131,species,Great Hornbill,Buceros bicornis,,,4,,,,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,,,,,Kaila's Forest Resort,L5709932,H,10.533214,76.6886902,4/16/2015,8:00:00,obsr843084,S36034471,Traveling,P22,EBIRD,360,40,,3,1,G2343272,0,1,1,,To take great Indian hornbills pic,LTaken experts advice
URN:CornellLabOfOrnithology:EBIRD:OBS491727992,11/13/2018 14:31,8367,species,Rock Eagle-Owl,Bubo bengalensis,,,1,,,,India,IN,Tamil Nadu,IN-TN,Tiruvannamalai,IN-TN-TV,,,,,"aacha thoppu inner path IN - 12.228x79.049 - Apr 21, 2017 7:08 AM",L5726439,P,12.2279567,79.0485533,4/29/2017,7:54:00,obsr825430,S36378924,Stationary,P21,EBIRD,25,,,1,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS593880106,11/13/2018 14:29,8367,species,Rock Eagle-Owl,Bubo bengalensis,,,1,,,,India,IN,Maharashtra,IN-MH,Amravati,IN-MH-AM,,,,,"Revasa - Navasari Road, Amravati, Maharashtra, IN (20.998, 77.725)",L6608786,P,20.9980886,77.7254796,1/27/2018,15:30:00,obsr994586,S44120621,Traveling,P22,EBIRD_IND,150,8,,3,1,G3053384,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS560289258,11/13/2018 14:29,8367,species,Rock Eagle-Owl,Bubo bengalensis,,,1,,,,India,IN,Maharashtra,IN-MH,Amravati,IN-MH-AM,,,,,"Revasa - Navasari Road, Amravati, Maharashtra, IN (20.998, 77.725)",L6608786,P,20.9980886,77.7254796,12/26/2017,17:00:00,obsr969776,S41322341,Traveling,P22,EBIRD,120,4.828,,2,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS571868770,11/13/2018 14:29,8367,species,Rock Eagle-Owl,Bubo bengalensis,,,1,,,,India,IN,Maharashtra,IN-MH,Amravati,IN-MH-AM,,,,,"Revasa - Navasari Road, Amravati, Maharashtra, IN (20.998, 77.725)",L6608786,P,20.9980886,77.7254796,1/27/2018,15:30:00,obsr969776,S42296765,Traveling,P22,EBIRD_IND,150,8,,3,1,G3053384,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS641765237,11/13/2018 14:32,8367,species,Rock Eagle-Owl,Bubo bengalensis,,,X,,,,India,IN,West Bengal,IN-WB,Puruliya,IN-WB-PU,,,,,IN-West Bengal-Barria-Ajodhya Hills Road - 23.215x86.114 - 9 Nov 2017 6:22 am,L6452185,P,23.2153866,86.1144005,12/9/1999,8:00:00,obsr969053,S40385404,Historical,P62,EBIRD,,0,,5,1,G2723434,0,1,0,,"Ajodhya Hills is a hill located in the Purulia district of the state West Bengal, India. It is a part of the Dalma Hills and extended part of Eastern Ghats range. Highest peak of Ajodhya Hills is Gorgaburu(855m). The nearby populated town area is Bagmundi.This is the watershed between Kasai and Subarnarekha rivers.The main land-use is agriculture but a large part of the total forest area provides fuel wood for the population residing in the area. The large wetlands like the Loharia Dam are used as fishing by the fishermen of the area.This dam was washed away during monsoon of the year 1999.It was reconstructed thereafter. Suchitra Ghosh and her team conducted a survey on the Biodiversity of Ajodhya Hill in 1999 and details report was published in Naturalist journal in 2004- a report by Santanu Manna----mail : birdwatcherssocietyofbengal@gmail.com",
URN:CornellLabOfOrnithology:EBIRD:OBS551634906,11/13/2018 14:31,8367,species,Rock Eagle-Owl,Bubo bengalensis,,,1,,,,India,IN,Tamil Nadu,IN-TN,Tirunelveli,IN-TN-TI,,,,,"Unnamed Road, Pappankulam, Tamil Nadu, IN (8.453, 77.718)",L6499071,P,8.4534067,77.7177883,11/23/2017,13:47:00,obsr844655,S40675764,Traveling,P22,EBIRD,1,1.609,,4,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS668057096,11/15/2018 13:55,9131,species,Great Hornbill,Buceros bicornis,,,1,,,,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,,,,,Neliyampathy road,L6425715,P,10.5296277,76.6628551,10/18/2018,7:15:00,obsr843084,S49286318,Traveling,P22,EBIRD,360,24,,3,1,G3528658,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS668350969,11/15/2018 13:55,9131,species,Great Hornbill,Buceros bicornis,,,1,,,,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,,,,,Neliyampathy road,L6425715,P,10.5296277,76.6628551,10/18/2018,7:15:00,obsr911223,S49308013,Traveling,P22,EBIRD,360,24,,3,1,G3528658,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS669135300,11/15/2018 13:55,9131,species,Great Hornbill,Buceros bicornis,,,1,,,,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,,,,,Neliyampathy road,L6425715,P,10.5296277,76.6628551,10/18/2018,7:15:00,obsr885013,S49363929,Traveling,P22,EBIRD,360,24,,3,1,G3528658,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS536479191,11/15/2018 13:55,9131,species,Great Hornbill,Buceros bicornis,,,2,,,,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,,,,,Nelliyampathy (Rose-finch Valley),L6305080,P,10.5408085,76.6720819,9/23/2017,9:30:00,obsr645559,S39434507,Traveling,P22,EBIRD_IND,60,5,,3,1,G2657307,0,1,0,,"A birding trip was undertaken along the Ghat Section of Nelliyampathy Hills on the 23rd of September 2017 (Saturday).  The main purpose of the trip  was to record and photograph the Great Hornbills.--The weather was bright, sunny and hot.  There was no rain.  --The birding party consisted of 3 persons:  Mr.  Namassivayan L,  Ms.  Apitha Namassivayan and Mr.  Venugopalan R.--As far as the Hornbills are concerned,  they could be seen/heard at many places,  even though good photographs could not be obtained.",
URN:CornellLabOfOrnithology:EBIRD:OBS552528404,11/15/2018 13:55,9131,species,Great Hornbill,Buceros bicornis,,,2,,,,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,,,,,Nelliyampathy (Rose-finch Valley),L6305080,P,10.5408085,76.6720819,9/23/2017,9:30:00,obsr662808,S40746847,Traveling,P22,EBIRD_IND,60,5,,3,1,G2657307,0,1,0,,"A birding trip was undertaken along the Ghat Section of Nelliyampathy Hills on the 23rd of September 2017 (Saturday).  The main purpose of the trip  was to record and photograph the Great Hornbills.--The weather was bright, sunny and hot.  There was no rain.  --The birding party consisted of 3 persons:  Mr.  Namassivayan L,  Ms.  Apitha Namassivayan and Mr.  Venugopalan R.--As far as the Hornbills are concerned,  they could be seen/heard at many places,  even though good photographs could not be obtained.",
URN:CornellLabOfOrnithology:EBIRD:OBS536476475,11/15/2018 13:55,9131,species,Great Hornbill,Buceros bicornis,,,2,,,,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,,,,,Nelliyampathy (Rose-finch Valley),L6305080,P,10.5408085,76.6720819,9/23/2017,9:30:00,obsr650764,S39434328,Traveling,P22,EBIRD_IND,60,5,,3,1,G2657307,0,1,0,,"A birding trip was undertaken along the Ghat Section of Nelliyampathy Hills on the 23rd of September 2017 (Saturday).  The main purpose of the trip  was to record and photograph the Great Hornbills.--The weather was bright, sunny and hot.  There was no rain.  --The birding party consisted of 3 persons:  Mr.  Namassivayan L,  Ms.  Apitha Namassivayan and Mr.  Venugopalan R.--As far as the Hornbills are concerned,  they could be seen/heard at many places,  even though good photographs could not be obtained.",
URN:CornellLabOfOrnithology:EBIRD:OBS602783607,11/13/2018 14:00,6438,species,Black-bellied Tern,Sterna acuticauda,,,1,,,,India,IN,Madhya Pradesh,IN-MP,Hoshangabad,IN-MP-HO,,,,,"Sarangpur, Madhya Pradesh, IN (22.572, 78.146)",L7254274,P,22.5722771,78.1455444,4/20/2018,10:06:00,obsr811121,S44769595,Traveling,P22,EBIRD,16,0.161,,5,1,,0,1,1,,,Identified by experienced birders
URN:CornellLabOfOrnithology:EBIRD:OBS602812735,11/13/2018 14:00,6438,species,Black-bellied Tern,Sterna acuticauda,,,1,,,,India,IN,Madhya Pradesh,IN-MP,Hoshangabad,IN-MP-HO,,,,,"Kukara, Madhya Pradesh, IN (22.562, 78.253)",L7254251,P,22.5623146,78.2531517,4/20/2018,18:03:00,obsr681415,S44771578,Traveling,P22,EBIRD,15,0.257,,6,1,G3110781,0,1,1,,,Rare but identified by experienced birders
URN:CornellLabOfOrnithology:EBIRD:OBS627963349,11/13/2018 14:00,6438,species,Black-bellied Tern,Sterna acuticauda,,,1,,,,India,IN,Madhya Pradesh,IN-MP,Hoshangabad,IN-MP-HO,,,,,"Kukara, Madhya Pradesh, IN (22.562, 78.253)",L7254251,P,22.5623146,78.2531517,4/20/2018,18:03:00,obsr1048274,S46321059,Traveling,P22,EBIRD,15,0.257,,6,1,G3110781,0,1,1,,,Rare but identified by experienced birders
URN:CornellLabOfOrnithology:EBIRD:OBS603015500,11/13/2018 14:00,6438,species,Black-bellied Tern,Sterna acuticauda,,,1,,,,India,IN,Madhya Pradesh,IN-MP,Hoshangabad,IN-MP-HO,,,,,"Kukara, Madhya Pradesh, IN (22.562, 78.253)",L7254251,P,22.5623146,78.2531517,4/20/2018,18:03:00,obsr358178,S44784687,Traveling,P22,EBIRD,15,0.257,,6,1,G3110781,0,1,1,,,Rare but identified by experienced birders
URN:CornellLabOfOrnithology:EBIRD:OBS602781589,11/13/2018 14:00,6438,species,Black-bellied Tern,Sterna acuticauda,,,1,,,,India,IN,Madhya Pradesh,IN-MP,Hoshangabad,IN-MP-HO,,,,,"Kukara, Madhya Pradesh, IN (22.562, 78.253)",L7254251,P,22.5623146,78.2531517,4/20/2018,18:03:00,obsr811121,S44769498,Traveling,P22,EBIRD,15,0.257,,6,1,G3110781,0,1,1,,,Rare but identified by experienced birders
URN:CornellLabOfOrnithology:EBIRD:OBS602807234,11/13/2018 14:00,6438,species,Black-bellied Tern,Sterna acuticauda,,,1,,,,India,IN,Madhya Pradesh,IN-MP,Hoshangabad,IN-MP-HO,,,,,"Kukara, Madhya Pradesh, IN (22.562, 78.253)",L7254251,P,22.5623146,78.2531517,4/20/2018,18:03:00,obsr784094,S44771208,Traveling,P22,EBIRD,15,0.257,,6,1,G3110781,0,1,1,,,Rare but identified by experienced birders
URN:CornellLabOfOrnithology:EBIRD:OBS572029881,12/26/2018 7:50,9131,species,Great Hornbill,Buceros bicornis,,,1,,,,India,IN,Tamil Nadu,IN-TN,The Nilgiris,IN-TN-NI,,,,,Cherambadi,L6789789,H,11.5177134,76.2686305,1/27/2018,8:30:00,obsr976072,S42308950,Traveling,P22,EBIRD,20,1,,1,1,,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS613025285,11/13/2018 14:15,9131,species,Great Hornbill,Buceros bicornis,,,1,,,,India,IN,Maharashtra,IN-MH,Sindhudurg,IN-MH-SI,,,,,"Amboli Forest Department, Choukul Road",L7363506,P,15.9419025,74.0005674,4/30/2018,7:00:00,obsr664105,S45400524,Traveling,P22,EBIRD_IND,300,5,,2,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS622517345,1/29/2019 23:39,8367,species,Rock Eagle-Owl,Bubo bengalensis,,,1,,,,India,IN,Rajasthan,IN-RJ,Jodhpur,IN-RJ-JO,,,,,Manvar Resort & Tented Camp,L7444570,P,26.6768573,72.3235747,1/30/2018,16:00:00,obsr851103,S45951567,Traveling,P22,EBIRD,120,5,,12,1,G3225701,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS621564462,1/29/2019 23:39,8367,species,Rock Eagle-Owl,Bubo bengalensis,,,1,,,,India,IN,Rajasthan,IN-RJ,Jodhpur,IN-RJ-JO,,,,,Manvar Resort & Tented Camp,L7444570,P,26.6768573,72.3235747,1/30/2018,16:00:00,obsr642678,S45892376,Traveling,P22,EBIRD,120,5,,12,1,G3225701,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS706085815,2/26/2019 2:59,9131,species,Great Hornbill,Buceros bicornis,,,1,,,,India,IN,Tamil Nadu,IN-TN,Coimbatore,IN-TN-CO,,,,,Anamalai Tiger Reserve--Sarkarpathy power house,L8548022,P,10.47039,76.86071,2/1/2019,8:45:00,obsr559987,S52326575,Traveling,P22,EBIRD,15,0.3,,2,1,G3824223,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS706085989,2/26/2019 2:59,9131,species,Great Hornbill,Buceros bicornis,,,1,,,,India,IN,Tamil Nadu,IN-TN,Coimbatore,IN-TN-CO,,,,,Anamalai Tiger Reserve--Sarkarpathy power house,L8548022,P,10.47039,76.86071,2/1/2019,8:45:00,obsr751759,S52326590,Traveling,P22,EBIRD,15,0.3,,2,1,G3824223,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS737815575,4/13/2019 10:50,34076,species,Green Avadavat,Sporaeginthus formosus,,,7,,,,India,IN,Rajasthan,IN-RJ,Sirohi,IN-RJ-SR,,,,,"Pilgrim Road, Mount Abu, Rajasthan, IN (24.593, 72.723)",L8547310,P,24.5926317,72.723254,4/13/2019,16:32:00,obsr361049,S54895462,Stationary,P21,EBIRD,90,,,1,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS737348953,4/21/2019 1:09,34076,species,Green Avadavat,Sporaeginthus formosus,,,6,,,,India,IN,Rajasthan,IN-RJ,Sirohi,IN-RJ-SR,,,,,"Pilgrim Road, Mount Abu, Rajasthan, IN (24.593, 72.723)",L8547310,P,24.5926317,72.723254,4/12/2019,17:30:00,obsr361049,S54855999,Stationary,P21,EBIRD,90,,,1,1,,1,1,0,,,I have been observing small flocks of 5 to 7 birds flying in my area for the last 10 days
URN:CornellLabOfOrnithology:EBIRD:OBS724942271,3/16/2019 23:04,34076,species,Green Avadavat,Sporaeginthus formosus,,,6,,,,India,IN,Rajasthan,IN-RJ,Sirohi,IN-RJ-SR,,,,,"Pilgrim Road, Mount Abu, Rajasthan, IN (24.593, 72.723)",L8547310,P,24.5926317,72.723254,3/16/2019,13:45:00,obsr361049,S53882924,Stationary,P21,EBIRD,60,,,1,1,,0,1,0,,,Resident common
URN:CornellLabOfOrnithology:EBIRD:OBS733857789,4/5/2019 14:23,34076,species,Green Avadavat,Sporaeginthus formosus,,,6,,,,India,IN,Rajasthan,IN-RJ,Sirohi,IN-RJ-SR,,,,,"Pilgrim Road, Mount Abu, Rajasthan, IN (24.593, 72.723)",L8547310,P,24.5926317,72.723254,4/5/2019,16:30:00,obsr361049,S54577880,Stationary,P21,EBIRD,90,,,1,1,,0,1,0,,,Resident common
URN:CornellLabOfOrnithology:EBIRD:OBS736446117,4/15/2019 12:07,34076,species,Green Avadavat,Sporaeginthus formosus,,,7,,,,India,IN,Rajasthan,IN-RJ,Sirohi,IN-RJ-SR,,,,,"Pilgrim Road, Mount Abu, Rajasthan, IN (24.593, 72.723)",L8547310,P,24.5926317,72.723254,4/10/2019,17:11:00,obsr361049,S54777059,Stationary,P21,EBIRD,98,,,1,1,,1,1,0,,,Resident common
URN:CornellLabOfOrnithology:EBIRD:OBS739979405,4/17/2019 12:18,34076,species,Green Avadavat,Sporaeginthus formosus,,,7,,,,India,IN,Rajasthan,IN-RJ,Sirohi,IN-RJ-SR,,,,,"Pilgrim Road, Mount Abu, Rajasthan, IN (24.593, 72.723)",L8547310,P,24.5926317,72.723254,4/17/2019,17:45:00,obsr361049,S55048705,Stationary,P21,EBIRD,60,,,1,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS734965260,4/21/2019 1:01,34076,species,Green Avadavat,Sporaeginthus formosus,,,5,,,,India,IN,Rajasthan,IN-RJ,Sirohi,IN-RJ-SR,,,,,"Pilgrim Road, Mount Abu, Rajasthan, IN (24.593, 72.723)",L8547310,P,24.5926317,72.723254,4/7/2019,16:16:00,obsr361049,S54667557,Stationary,P21,EBIRD,90,,,1,1,,0,1,0,,,Resident common
URN:CornellLabOfOrnithology:EBIRD:OBS735991919,4/21/2019 2:31,34076,species,Green Avadavat,Sporaeginthus formosus,,,5,,,,India,IN,Rajasthan,IN-RJ,Sirohi,IN-RJ-SR,,,,,"Pilgrim Road, Mount Abu, Rajasthan, IN (24.593, 72.723)",L8547310,P,24.5926317,72.723254,4/9/2019,16:42:00,obsr361049,S54742218,Stationary,P21,EBIRD,90,,,1,1,,1,1,0,,,Resident common
URN:CornellLabOfOrnithology:EBIRD:OBS723406452,3/12/2019 11:27,34076,species,Green Avadavat,Sporaeginthus formosus,,,5,,,,India,IN,Rajasthan,IN-RJ,Sirohi,IN-RJ-SR,,,,,"Pilgrim Road, Mount Abu, Rajasthan, IN (24.593, 72.723)",L8547310,P,24.5926317,72.723254,3/12/2019,16:15:00,obsr361049,S53736289,Stationary,P21,EBIRD,65,,,1,1,,0,1,0,,,Resident common
URN:CornellLabOfOrnithology:EBIRD:OBS744050034,5/5/2019 21:46,34076,species,Green Avadavat,Sporaeginthus formosus,,,7,,,,India,IN,Rajasthan,IN-RJ,Sirohi,IN-RJ-SR,,,,,"Pilgrim Road, Mount Abu, Rajasthan, IN (24.593, 72.723)",L8547310,P,24.5926317,72.723254,4/24/2019,18:08:00,obsr361049,S55331657,Stationary,P21,EBIRD,60,,,1,1,,0,1,0,,,Resident common
URN:CornellLabOfOrnithology:EBIRD:OBS711673418,2/18/2019 9:42,34076,species,Green Avadavat,Sporaeginthus formosus,,,5,,,,India,IN,Rajasthan,IN-RJ,Sirohi,IN-RJ-SR,,,,,"Pilgrim Road, Mount Abu, Rajasthan, IN (24.593, 72.723)",L8547310,P,24.5926317,72.723254,2/17/2019,11:18:00,obsr361049,S52804934,Stationary,P21,EBIRD,60,,,1,1,,0,1,0,,,Resident common
URN:CornellLabOfOrnithology:EBIRD:OBS677737281,11/28/2018 3:43,9131,species,Great Hornbill,Buceros bicornis,,,1,,,,India,IN,Kerala,IN-KL,Idukki,IN-KL-ID,,,,,Periyar Tiger Reserve--Pugmark Trail,L8005535,H,9.5945479,77.1790157,11/18/2018,15:12:00,obsr1090842,S50025623,Traveling,P22,EBIRD,19,0.99,,25,1,G3591843,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS677737294,11/28/2018 3:43,9131,species,Great Hornbill,Buceros bicornis,,,1,,,,India,IN,Kerala,IN-KL,Idukki,IN-KL-ID,,,,,Periyar Tiger Reserve--Pugmark Trail,L8005535,H,9.5945479,77.1790157,11/18/2018,15:12:00,obsr1040104,S50025624,Traveling,P22,EBIRD,19,0.99,,25,1,G3591843,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS677593865,11/28/2018 3:43,9131,species,Great Hornbill,Buceros bicornis,,,1,,,,India,IN,Kerala,IN-KL,Idukki,IN-KL-ID,,,,,Periyar Tiger Reserve--Pugmark Trail,L8005535,H,9.5945479,77.1790157,11/18/2018,15:12:00,obsr1011612,S50015200,Traveling,P22,EBIRD,139,3.99,,25,1,G3591843,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS703922204,1/28/2019 10:18,9131,species,Great Hornbill,Buceros bicornis,,,1,,,,India,IN,Kerala,IN-KL,Idukki,IN-KL-ID,,,,,Periyar Tiger Reserve--Pugmark Trail,L8005535,H,9.5945479,77.1790157,11/18/2018,15:12:00,obsr1156770,S52131535,Traveling,P22,EBIRD,139,3.99,,25,1,G3591843,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS673547613,11/13/2018 14:32,8367,species,Rock Eagle-Owl,Bubo bengalensis,,,1,,,,India,IN,Tamil Nadu,IN-TN,Tirunelveli,IN-TN-TI,,,,,"Unnamed Road, Pappankulam, Tamil Nadu, IN (8.454, 77.716)",L8108486,P,8.4541992,77.7156838,11/5/2018,16:26:00,obsr241057,S49691152,Traveling,P22,EBIRD_IND,15,0.07,,3,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS679268880,12/3/2018 8:02,2816,species,Indian Bustard,Ardeotis nigriceps,,,3,,,"Female, Adult (3)",India,IN,Gujarat,IN-GJ,Kachchh,IN-GJ-KA,,,,,naliya,L8174206,P,23.1993931,68.8878151,11/20/2018,15:30:00,obsr1185820,S50144128,Traveling,P22,EBIRD,120,15,,2,0,,1,1,1,,We were at the Great indian Bustard sanctuary,"We saw 3 bustards, all female. One was big and two were relatively smaller"
URN:CornellLabOfOrnithology:EBIRD:OBS704206370,2/15/2019 3:51,9131,species,Great Hornbill,Buceros bicornis,,,1,,,,India,IN,Kerala,IN-KL,Idukki,IN-KL-ID,,,,,"41,30,8 PTR-Manakavala CS",L8517807,P,9.5333333,77.1666667,1/25/2019,9:30:00,obsr893087,S52158038,Traveling,P22,EBIRD,15,0.3,,2,1,G3809591,0,1,0,,"Presence of water body, no weeds, no fruiting fig----[BFO- Syam, Protection Watchers - Binoy, Ramesh]",
URN:CornellLabOfOrnithology:EBIRD:OBS704245688,2/15/2019 3:51,9131,species,Great Hornbill,Buceros bicornis,,,1,,,,India,IN,Kerala,IN-KL,Idukki,IN-KL-ID,,,,,"41,30,8 PTR-Manakavala CS",L8517807,P,9.5333333,77.1666667,1/25/2019,9:30:00,obsr1181061,S52160560,Traveling,P22,EBIRD,15,0.3,,2,1,G3809591,0,1,0,,"Presence of water body, no weeds, no fruiting fig----[BFO- Syam, Protection Watchers - Binoy, Ramesh]",
URN:CornellLabOfOrnithology:EBIRD:OBS704206306,2/15/2019 3:51,9131,species,Great Hornbill,Buceros bicornis,,,1,,,,India,IN,Kerala,IN-KL,Idukki,IN-KL-ID,,,,,"41,30,8 PTR-Manakavala CS",L8517807,P,9.5333333,77.1666667,1/25/2019,9:30:00,obsr458832,S52158035,Traveling,P22,EBIRD,15,0.3,,2,1,G3809591,0,1,0,,"Presence of water body, no weeds, no fruiting fig----[BFO- Syam, Protection Watchers - Binoy, Ramesh]",
URN:CornellLabOfOrnithology:EBIRD:OBS721504023,3/7/2019 21:53,9131,species,Great Hornbill,Buceros bicornis,,,1,,,,India,IN,Kerala,IN-KL,Idukki,IN-KL-ID,,,,,"41,30,8 PTR-Manakavala CS",L8517807,P,9.5333333,77.1666667,1/25/2019,9:30:00,obsr938426,S53585631,Traveling,P22,EBIRD,15,0.3,,2,1,G3809591,0,1,0,,"Presence of water body, no weeds, no fruiting fig----[BFO- Syam, Protection Watchers - Binoy, Ramesh]",
URN:CornellLabOfOrnithology:EBIRD:OBS703361662,1/27/2019 11:36,9131,species,Great Hornbill,Buceros bicornis,,,3,,,,India,IN,Kerala,IN-KL,Idukki,IN-KL-ID,,,,,"Mlappara, Kerala, IN (9.515, 77.304)",L8503705,P,9.5153204,77.3044875,1/26/2019,8:04:00,obsr511996,S52085975,Traveling,P22,EBIRD,15,0.32,,6,1,G3802684,0,1,0,,"Chandru, Justus, nasim, arun, gopi and guruswamy",
